10.00,74.3
11.00,71.8
12.00,76.3
1.00,68.5
2.00,78.4
3.00,71.4
4.00,72.7
5.00,77
6.00,73.8
7.00,69.3
8.00,70.5
9.00,73.2
10.00,75.4
11.00,74.8
12.00,77.7
